Name,Race,Grade,Rarity,6★ HP,6★ Strength,6★ Magic,6★ Vitality,6★ Agility,6★ Luck,Phys,Fire,Ice,Elec,Force,Light,Dark,Skill 1,Skill 2,Skill 3,Clear Archetype,Red Archetype,Yellow Archetype,Purple Archetype,Teal Archetype,Red Gacha,Yellow Gacha,Purple Gacha,Teal Gacha,AI,PATK,PDEF,MATK,MDEF
Mou-Ryo,Haunt,20,2,863,87,201,105,118,152,-,-,-,-,-,Weak,Null,"Mudo|ムド|4 MP|Inflicts Dark (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Shibabooon|シバブオン|6 MP|50% chance to inflict Bind on a Single Enemy.

Lv2: +3% to chance to inflict status ailments.
Lv3: +6% to chance to inflict status ailments.
Lv4: +9% to chance to inflict status ailments.
Lv5: +12% to chance to inflict status ailments.
Lv6: +20% to chance to inflict status ailments.","Fire Breath|ファイアブレス|4 MP|Inflicts Fire (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Evil Gaze|イービルアイ|4 MP|Inflicts Dark (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Cursedi|カースディ|3 MP|Cures a Single Party Member of Curse. Reduces the chance of being Cursed during this wave by 30%.,Magic Amp I|初段の賢魔|Passive|+5 to Magic.,Repel Dark|呪殺反射|Passive|Adds Dark Repel.,N/A|,N/A|,N/A|,N/A|,Attack,512,489,752,546
Raijuu,Wilder,20,2,995,115,96,133,164,152,-,-,-,Resist,Weak,-,-,Resist Weak|虚弱耐性|Passive|Chance of being Weakened reduced by 50%.,"Zionga|ジオンガ|5 MP|Inflicts Elec (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Shock|放電|4 MP|Inflicts Elec (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Endure|食いしばり|Passive|HP stops at 1 HP upon receiving the first killing blow.,"Binding Claw|バインドクロー|5 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy with 40% chance to inflict Bind.

Lv2: +2% chance to inflict status ailments.
Lv3: +4% chance to inflict status ailments.
Lv4: +6% chance to inflict status ailments.
Lv5: +8% chance to inflict status ailments.
Lv6: +10% chance to inflict status ailments.
Lv7: +16% chance to inflict status ailments.",Barrier Break|バリアコワース|3 MP|Remove Barrier from All Enemies.,Agility Amp I|初段の猛速|Passive|+5 to Agility.,Null Elec|電撃無効|Passive|Adds Elec Null.,N/A|,N/A|,N/A|,N/A|,Support,571,533,531,524
Momunofu,Brute,15,1,1126,180,79,161,108,132,Resist,-,-,-,Weak,-,-,"Mow Down|なぎ払い|4 MP|Inflicts Phys (Physical) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.","Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",N/A|,"Heat Wave|ヒートウェイブ|5 MP|Inflicts Phys (Physical) damage with 30% crit rate and 70 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Oni-Kagura|鬼神楽|5 MP|Inflicts Phys (Physical) damage with 30% crit rate and 130 power on a Single Enemy.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Dekunda|デクンダ|5 MP|Remove debuffs from All Party Members.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Endure|食いしばり|Passive|HP stops at 1 HP upon receiving the first killing blow.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,708,597,495,546
Nozuchi,Snake,15,1,990,132,123,132,133,141,Resist,Weak,Resist,Resist,Weak,-,Weak,Life Bonus|一分の活泉|Passive|+10% to Max HP.,"Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",N/A|,"Rampage|暴れまくり|3 MP|Inflicts Phys (Physical) damage 2 to 3 times with 45 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.","Zionga|ジオンガ|5 MP|Inflicts Elec (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Cursedi|カースディ|3 MP|Cures a Single Party Member of Curse. Reduces the chance of being Cursed during this wave by 30%.,Good Aim|百発百中|Passive|+10% to Phys hit rate.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,N/A|,N/A|,N/A|,N/A|,Attack,607,541,588,536
Chupacabra,UMA,15,1,821,123,105,96,170,161,-,-,-,Weak,-,-,-,"Mazan|マハザン|5 MP|Inflicts Force (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Stealth|ステルス|Passive|HP will stop at 1 upon receiving the first killing blow, and increases Phys evasion rate by +20%.",N/A|,Auto-Sukuka|スクカオート|Passive|Casts Sukukaja at the beginning of the 1st turn.,N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,Attack,588,497,550,488
Nekomata,Beast,14,1,990,114,96,132,170,141,-,Resist,Weak,Weak,Resist,-,-,Charmdi|チャームディ|3 MP|Cures a Single Party Member of Charm. Reduces the chance of being Charmed during this wave by 30%.,"Mazan|マハザン|5 MP|Inflicts Force (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",N/A|,"Sukukaja|スクカジャ|5 MP|Increases EV/AC of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Zanma|ザンマ|5 MP|Inflicts Force (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Amrita|アムリタ|4 MP|Cures all status ailments of a Single Party Member.,Resist Charm|魅了耐性|Passive|Chance of being Charmed reduced by 50%.,Resist Ice|氷結耐性|Passive|Adds Ice Resist.,N/A|,N/A|,N/A|,N/A|,Support,569,532,531,523
Pyro Jack,Fairy,13,1,1032,79,190,141,116,141,-,Resist,Weak,-,-,-,-,"Agi|アギ|4 MP|Inflicts Fire (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",N/A|,"Agilao|アギラオ|5 MP|Inflicts Fire (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Fire Breath|ファイアブレス|4 MP|Inflicts Fire (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Tag|バトンタッチ|3 MP|Self skips a turn without using a Press Turn Icon.,Mana Bonus|一分の魔脈|Passive|+1 to max MP.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,495,524,729,580
Leanan Sidhe,Femme,12,1,1263,79,160,190,98,132,-,-,-,-,Weak,-,-,"Dia|ディア|4 MP|Heals a Single Party Member with 50 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.","Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Media|メディア|6 MP|Heals All Party Members with 25 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.","Mudoon|ムドオン|5 MP|Inflicts Dark (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Recarm|リカーム|6 MP|Revive a Single Party Member with 10% HP. (3 uses),Resist Poison|毒耐性|Passive|Chance of being Poisoned reduced by 50%.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Heal,495,578,666,619
Apsaras,Yoma,11,1,1028,86,170,140,115,140,-,Weak,Resist,-,-,-,-,Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Bufula|ブフーラ|5 MP|Inflicts Ice (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","BufulaMecharmdi|ブフーラ|5 MP|Inflicts Ice (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",MecharmdiAgility Amp I|メチャームディ|4 MP|Cures All Party Members of Charm. Reduces the chance of being Charmed during this wave by 30%.,Agility Amp IResist Elec|初段の猛速|Passive|+5 to Agility.,Resist Elec|電撃耐性|Passive|Adds Elec Resist.,N/A|,N/A|,N/A|,N/A|,Heal,510,527,687,569
Gremlin,Jaki,11,1,896,104,159,112,159,112,-,Weak,Resist,Resist,Weak,-,-,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Lunge|突撃|4 MP|Inflicts Phys (Physical) damage with 30% crit rate and 115 power on a Single Enemy.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Mudo|ムド|4 MP|Inflicts Dark (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Makajam|マカジャマ|5 MP|40% chance to inflict Mute on a Single Enemy.

Lv2: +3% to chance to inflict status ailments.
Lv3: +6% to chance to inflict status ailments.
Lv4: +9% to chance to inflict status ailments.
Lv5: +12% to chance to inflict status ailments.
Lv6: +20% to chance to inflict status ailments.",Mana Bonus|一分の魔脈|Passive|+1 to max MP.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,N/A|,N/A|,N/A|,N/A|,Attack,548,505,663,532
Eligor,Fallen,10,1,1263,190,113,190,65,104,Resist,-,-,Weak,-,-,Null,"Mudo|ムド|4 MP|Inflicts Dark (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mow Down|なぎ払い|4 MP|Inflicts Phys (Physical) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.",N/A|,Endure|食いしばり|Passive|HP stops at 1 HP upon receiving the first killing blow.,"Fatal Sword|絶命剣|5 MP|Inflicts Phys (Physical) damage with 140 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.","Rakukaja|ラクカジャ|5 MP|Increases DEF of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Light|破魔耐性|Passive|Adds Light Resist.,N/A|,N/A|,N/A|,N/A|,Attack,729,634,567,595
Phantom,Foul,10,1,1079,95,190,151,150,70,Resist,-,-,-,Weak,Weak,Null,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mudo|ムド|4 MP|Inflicts Dark (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Zionga|ジオンガ|5 MP|Inflicts Elec (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Rakukaja|ラクカジャ|5 MP|Increases DEF of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Hellish Mask|地獄のマスク|Passive|-35% chance of receiving status ailments.,Resist Elec|電撃耐性|Passive|Adds Elec Resist.,N/A|,N/A|,N/A|,N/A|,Attack,529,543,729,591
Sandman,Night,10,1,1122,113,95,160,150,140,-,-,-,Weak,Resist,-,-,"Zan|ザン|4 MP|Inflicts Force (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",N/A|,"Shibaboo|シバブー|5 MP|40% chance to inflict Bind on a Single Enemy.

Lv2: +3% to chance to inflict status ailments.
Lv3: +6% to chance to inflict status ailments.
Lv4: +9% to chance to inflict status ailments.
Lv5: +12% to chance to inflict status ailments.
Lv6: +20% to chance to inflict status ailments.","Dark Sword|暗夜剣|5 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy with 40% chance to inflict Mute.

Lv2: +2% chance to inflict status ailments.
Lv3: +4% chance to inflict status ailments.
Lv4: +6% chance to inflict status ailments.
Lv5: +8% chance to inflict status ailments.
Lv6: +10% chance to inflict status ailments.
Lv7: +16% chance to inflict status ailments.","Sukunda|スクンダ|5 MP|Reduces EV/AC of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Epic Recovery|超自然治癒|Passive|+30% to status ailment auto cure rate.,Resist Ice|氷結耐性|Passive|Adds Ice Resist.,N/A|,N/A|,N/A|,N/A|,Attack,567,562,529,553
Inugami,Beast,9,1,1079,113,95,151,149,140,-,Resist,Weak,-,-,-,-,"Agi|アギ|4 MP|Inflicts Fire (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Paraladi|パララディ|3 MP|Cures a Single Party Member of Bind. Reduces the chance of being Bound during this wave by 30%.,N/A|,"Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Agilao|アギラオ|5 MP|Inflicts Fire (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Rakunda|ラクンダ|5 MP|Reduces DEF of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Resist Bind|緊縛耐性|Passive|Chance of being Bound reduced by 50%.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,N/A|,N/A|,N/A|,N/A|,Support,567,552,529,543
Bicorn,Wilder,9,1,1169,198,140,170,81,70,-,-,-,-,Weak,-,Null,"Lunge|突撃|4 MP|Inflicts Phys (Physical) damage with 30% crit rate and 115 power on a Single Enemy.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Agi|アギ|4 MP|Inflicts Fire (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Heat Wave|ヒートウェイブ|5 MP|Inflicts Phys (Physical) damage with 30% crit rate and 70 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.",Charmdi|チャームディ|3 MP|Cures a Single Party Member of Charm. Reduces the chance of being Charmed during this wave by 30%.,Hellish Mask|地獄のマスク|Passive|-35% chance of receiving status ailments.,Resist Light|破魔耐性|Passive|Adds Light Resist.,N/A|,N/A|,N/A|,N/A|,Attack,745,616,624,587
Jack Frost,Fairy,7,1,1075,79,179,150,105,140,-,Weak,Resist,-,-,-,-,"Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mabufu|マハブフ|5 MP|Inflicts Ice (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",N/A|,"Hama|ハマ|4 MP|Inflicts Light (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Bufula|ブフーラ|5 MP|Inflicts Ice (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Tag|バトンタッチ|3 MP|Self skips a turn without using a Press Turn Icon.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Elec|電撃耐性|Passive|Adds Elec Resist.,N/A|,N/A|,N/A|,N/A|,Attack,495,534,705,584
Obariyon,Haunt,7,1,1169,104,86,170,148,140,-,-,Weak,Resist,-,Weak,Null,Mutudi|クロズディ|3 MP|Cures a Single Party Member of Mute. Reduces the chance of being Muted during this wave by 30%.,"Media|メディア|6 MP|Heals All Party Members with 25 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.",N/A|,"Lunge|突撃|4 MP|Inflicts Phys (Physical) damage with 30% crit rate and 115 power on a Single Enemy.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Rampage|暴れまくり|3 MP|Inflicts Phys (Physical) damage 2 to 3 times with 45 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.","Sukunda|スクンダ|5 MP|Reduces EV/AC of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Dodge|見切り|Passive|+10% Phys evasion rate.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,N/A|,N/A|,N/A|,N/A|,Heal,548,569,510,560
Koppa Tengu,Yoma,7,1,741,140,122,79,158,150,-,-,-,Weak,Resist,-,-,Dmg Panel V I|毒床歩き|Passive|-25% to damage received from Damage Panels in the Aura Gate.,"Zan|ザン|4 MP|Inflicts Force (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Wind Breath|ウィンドブレス|4 MP|Inflicts Force (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Zanma|ザンマ|5 MP|Inflicts Force (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Tarunda|タルンダ|5 MP|Reduces ATK of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Wild Guess|野生の勘|Passive|-15% to Critical hit rate of damage received.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,N/A|,N/A|,N/A|,N/A|,Attack,624,486,586,477
Mokoi,Night,5,1,901,113,113,113,157,140,-,-,-,Resist,Weak,-,-,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Lunge|突撃|4 MP|Inflicts Phys (Physical) damage with 30% crit rate and 115 power on a Single Enemy.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.",N/A|,"Rampage|暴れまくり|3 MP|Inflicts Phys (Physical) damage 2 to 3 times with 45 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.","Zionga|ジオンガ|5 MP|Inflicts Elec (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Weakdi|ウィークディ|3 MP|Cures a Single Party Member of Weak. Reduces the chance of being Weakened during this wave by 30%.,Strength Amp I|初段の剛力|Passive|+5 to Strength.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,N/A|,N/A|,N/A|,N/A|,Attack,567,510,567,510
Agathion,Yoma,5,1,1206 (22/190),78 (173/190),150 (89/190),178 (22/190),105 (159/190),140 (97/190),-,Resist,Weak,Resist,-,-,Weak,Cursedi|カースディ|3 MP|Cures a Single Party Member of Curse. Reduces the chance of being Cursed during this wave by 30%.,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Heat Wave|ヒートウェイブ|5 MP|Inflicts Phys (Physical) damage with 30% crit rate and 70 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.",Mutudi|クロズディ|3 MP|Cures a Single Party Member of Mute. Reduces the chance of being Muted during this wave by 30%.,Luck Amp I|初段の強運|Passive|+5 to Luck.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,N/A|,N/A|,N/A|,N/A|,Attack,493,564,645,600
Melchom,Fallen,4,1,1206 (23/190),104 (139/190),86 (168/190),178 (23/190),139 (79/190),130 (133/190),-,Resist,Weak,-,Weak,Weak,Resist,"Dia|ディア|4 MP|Heals a Single Party Member with 50 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.","Agi|アギ|4 MP|Inflicts Fire (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Fire Breath|ファイアブレス|4 MP|Inflicts Fire (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Cursedi|カースディ|3 MP|Cures a Single Party Member of Curse. Reduces the chance of being Cursed during this wave by 30%.,Mana Bonus|一分の魔脈|Passive|+1 to max MP.,Resist Phys|物理耐性|Passive|Adds Phys Resist.,N/A|,N/A|,N/A|,N/A|,Heal,548,577,510,568
